0.01569000,0.00001139
0.01570000,0.00001476
0.00940000,0.00001929
0.00794500,0.00002645
0.00483000,0.00001495
0.00014860,0.00001567
0.00014860,0.00006764
0.00500000,0.00002742
0.00329000,0.00007933
0.00329600,0.00006232
0.00331400,0.00006222
0.00329400,0.00002788
0.00329000,0.00002926
0.00329400,0.00001991
0.00329400,0.00004646
0.00331400,0.00009401
0.00329400,0.00007884
-0.00310000,0.00006785
-0.00010100,0.00004025
-0.00329400,0.00002205
-0.00410100,0.00001499
-0.00329000,0.00004611
-0.00319400,0.00006753
-0.00040100,0.00010060
-0.00262000,0.00010498
-0.00100000,0.00010539
0.00010000,0.00002392
-0.00650000,0.00006448
-0.00014000,0.00010103
0.01010000,0.00008057
0.01000000,0.00010471
0.02500000,0.00008310
0.00980000,0.00008749
0.00050000,0.00003422
0.00390000,0.00001573
0.01000000,0.00002736
-0.00310000,0.00002119
0.00109000,0.00001993
-0.00010100,0.00006764
-0.00113200,0.00005342
-0.00010200,0.00002215
0.00010863,0.00005971
0.00103200,0.00015817
0.00000200,0.00020127
0.00000100,0.00013044
0.00100000,0.00013783
0.00100000,0.00017079
-0.00400000,0.00012831
-0.00100000,0.00011481
0.00056976,0.00017907
0.00090000,0.00022791
-0.00300000,0.00024160
-0.00665800,0.00027934
-0.00110000,0.00025222
-0.00090000,0.00020389
-0.00110000,0.00018122
-0.00209300,0.00025260
-0.00332600,0.00019006
-0.00424600,0.00014830
-0.00333000,0.00016908
-0.00200000,0.00018578
-0.00337500,0.00016808
-0.00300000,0.00016531
-0.00294600,0.00016675
0.00100000,0.00022774
-0.00332500,0.00025488
-0.00332500,0.00024158
-0.00330000,0.00019090
-0.00336300,0.00012449
0.01000000,0.00012827
0.00300000,0.00016547
0.01300000,0.00020258
-0.00333400,0.00022367
-0.00030000,0.00018471
-0.00300100,0.00012415
0.00020000,0.00005794
-0.00332900,0.00003221
-0.00332700,0.00005433
-0.00332700,0.00011128
-0.00322700,0.00021068
-0.00332000,0.00010115
0.00300000,0.00004628
-0.00198400,0.00002268
-0.00322000,0.00004712
0.03535793,0.00015844
0.00011000,0.00030512
-0.00505500,0.00031108
0.00034660,0.00035080
-0.00105000,0.00039072
-0.00020000,0.00035509
-0.00086900,0.00039528
0.00076900,0.00061489
-0.00020400,0.00080301
-0.00322600,0.00099370
-0.00334300,0.00094015
-0.00668000,0.00092398
-0.00332500,0.00097336
-0.00332500,0.00096578
-0.00332500,0.00092693
-0.00332500,0.00094109
-0.00300000,0.00083513
-0.00332700,0.00090717
-0.00332500,0.00051533
-0.00300000,0.00029292
-0.00332700,0.00033519
-0.00332700,0.00039329
-0.00332800,0.00050508
-0.00332900,0.00050722
-0.00333000,0.00054847
-0.00332500,0.00050031
-0.00332500,0.00050953
-0.00333500,0.00045050
-0.00332500,0.00063805
-0.00332500,0.00092840
-0.00300000,0.00089143
-0.00321200,0.00063572
0.00100000,0.00042300
-0.00200000,0.00036592
-0.00320000,0.00035674
-0.00332500,0.00046759
-0.00330000,0.00043977
-0.00339300,0.00039534
-0.00332700,0.00046623
-0.00334100,0.00051652
-0.00332700,0.00042419
0.00910000,0.00045274
-0.00332900,0.00055196
-0.00932800,0.00077048
0.01714000,0.00075775
-0.00333000,0.00091432
-0.00332500,0.00103088
-0.00332500,0.00092846
-0.00300000,0.00078387
-0.02047700,0.00078774
-0.00172200,0.00115449
0.03000000,0.00141982
-0.00265000,0.00143381
-0.00333000,0.00128029
-0.00332500,0.00118175
0.00116387,0.00120933
-0.01500000,0.00134631
-0.00100000,0.00119259
-0.01000000,0.00119400
0.01780000,0.00127829
0.00480000,0.00130697
0.00300000,0.00125366
-0.00200000,0.00106066
-0.00200000,0.00119330
0.00100000,0.00131454
0.00006080,0.00117697
0.01490000,0.00175753
-0.00200000,0.00190664
-0.00100000,0.00181687
0.00100000,0.00179649
0.00444318,0.00185870
0.00100000,0.00167911
-0.01500000,0.00086536
-0.00200000,0.00066242
-0.00200000,0.00062486
-0.00457300,0.00062446
0.00370000,0.00062441
0.00480000,0.00067459
0.00480000,0.00072957
0.00080000,0.00062661
0.00300000,0.00069991
0.00107722,0.00063514
0.00100000,0.00056251
0.03500000,0.00075686
0.00500000,0.00083812
0.00500000,0.00076993
-0.00200000,0.00073363
0.00100000,0.00093607
0.00390000,0.00091159
-0.00300000,0.00091462
0.00200000,0.00080189
0.00100000,0.00074893
0.01450000,0.00104512
0.00171142,0.00116732
-0.00100000,0.00131373
-0.00300000,0.00124710
0.00120000,0.00123051
-0.00152800,0.00085520
0.00100000,0.00075631
0.00800000,0.00062571
0.00790000,0.00063053
0.00200000,0.00062329
-0.00210000,0.00062337
0.00270000,0.00057884
0.00120000,0.00041511
0.00200000,0.00042388
-0.00100000,0.00055216
0.00010000,0.00058569
0.01109159,0.00056303
-0.00492000,0.00048905
0.00087643,0.00038091
0.01000000,0.00042058
-0.00110000,0.00043413
0.00100000,0.00041597
-0.00050000,0.00045521
0.00040000,0.00054736
0.00341677,0.00051883
-0.00413200,0.00048640
-0.00310000,0.00044510
0.00228044,0.00041337
0.00300000,0.00041160
0.00454585,0.00039702
-0.00536100,0.00037957
-0.00100000,0.00036295
0.00090000,0.00032549
-0.00370900,0.00029904
0.00464370,0.00029836
-0.00013000,0.00032736
-0.00556800,0.00032733
0.00163049,0.00032730
0.00360000,0.00032493
0.00006000,0.00024019
0.00008000,0.00035409
0.01000000,0.00063632
0.00091371,0.00059120
0.00025639,0.00048939
0.00592000,0.00028404
0.00010000,0.00016539
0.00100000,0.00051585
0.00090000,0.00042810
-0.00300000,0.00042192
0.00800000,0.00037381
0.00169500,0.00034981
-0.00924800,0.00030319
0.00290000,0.00019153
0.00110000,0.00022654
0.00300000,0.00028141
-0.00500000,0.00031948
0.00490000,0.00027762
-0.00337500,0.00021837
-0.00850000,0.00010071
0.00500000,0.00011003
-0.00800000,0.00018105
-0.01000000,0.00016048
-0.01500500,0.00016091
-0.00200000,0.00018036
-0.00134400,0.00014973
0.00900000,0.00009499
-0.00321900,0.00006028
-0.00610000,0.00013256
-0.00610000,0.00020259
-0.00634000,0.00019878
0.00226500,0.00020195
0.00500000,0.00020332
0.00213902,0.00006901
0.00049540,0.00006991
0.00880000,0.00016145
-0.01100000,0.00017901
-0.00275200,0.00017784
0.00100000,0.00008410
0.00500000,0.00007447
0.00300000,0.00002716
0.00600000,0.00006322
-0.01000000,0.00009865
-0.01000000,0.00015655
0.00069882,0.00015104
0.00100000,0.00018540
-0.00200000,0.00016411
-0.00170000,0.00002000
-0.00160000,0.00011355
0.00600000,0.00016903
0.00200000,0.00015897
0.00300000,0.00017493
-0.01299400,0.00014448
-0.00200000,0.00018279
0.00070000,0.00013419
0.00180000,0.00019106
-0.00200000,0.00034339
0.00280000,0.00019151
0.00880000,0.00018809
0.01680000,0.00016768
0.00900000,0.00002420
-0.00044600,0.00001572
0.00290000,0.00003086
0.00500000,0.00004741
-0.00210000,0.00010909
-0.00925000,0.00017158
-0.00303500,0.00007323
-0.00166400,0.00005115
0.00263338,0.00001163
-0.00575300,0.00006346
-0.00980100,0.00010316
0.00969612,0.00010291
-0.00971900,0.00011895
0.00980000,0.00014311
0.00860000,0.00007261
0.00040000,0.00001638
0.00090000,0.00001042
0.00090000,0.00003210
0.06000000,0.00006372
0.01000000,0.00009354
-0.05900000,0.00018952
0.01000000,0.00030366
0.01500000,0.00030249
-0.00200000,0.00021747
-0.05000000,0.00023485
-0.00997000,0.00024062
0.01000000,0.00023689
0.00500000,0.00027828
0.04000000,0.00025464
0.05000000,0.00020476
-0.00320000,0.00019484
0.01990000,0.00028137
0.00963986,0.00026183
-0.12100000,0.00026937
0.02000000,0.00030140
0.02959206,0.00026975
0.05900000,0.00018542
-0.00356700,0.00005882
-0.00084400,0.00008369
0.00084400,0.00020642
-0.10000000,0.00018212
0.03300000,0.00015024
0.01000000,0.00006139
0.00700000,0.00004678
0.03000000,0.00006649
0.06000000,0.00016792
-0.10000000,0.00013774
-0.10000000,0.00014680
0.02471042,0.00018742
0.07024500,0.00012868
0.01000000,0.00007082
0.05000000,0.00013378
0.00021000,0.00027451
0.00038000,0.00022984
0.05000000,0.00019472
-0.00500000,0.00019969
0.05000000,0.00025126
0.00017000,0.00023130
0.00800000,0.00010241
-0.00400000,0.00009562
-0.00500000,0.00005459
-0.00500000,0.00003196
-0.00069400,0.00007281
0.00100000,0.00009360
0.00040000,0.00001852
0.00010000,0.00003803
0.09980000,0.00009695
-0.00300000,0.00011671
-0.01000000,0.00012915
-0.00100000,0.00012765
0.00090000,0.00004744
0.00500000,0.00004432
-0.01003000,0.00007913
-0.00137000,0.00007336
-0.00126800,0.00014609
0.00250000,0.00016412
-0.00450000,0.00014649
0.09990000,0.00006275
0.00980000,0.00001952
-0.00500000,0.00003105
-0.01020000,0.00004446
0.01000000,0.00002902
-0.01020000,0.00002020
0.01000000,0.00001851
-0.01050000,0.00001308
0.01000000,0.00001000
-0.01063000,0.00001966
-0.00030000,0.00003861
-0.00030000,0.00003963
0.05000000,0.00002226
0.01000000,0.00002522
-0.01030000,0.00001723
0.00500000,0.00001003
0.01000000,0.00005603
-0.01080000,0.00006851
0.01000000,0.00012119
-0.01030000,0.00019706
0.01000000,0.00017336
-0.01110000,0.00008770
0.00090000,0.00001770
-0.00020000,0.00004400
-0.00062000,0.00012826
0.01000000,0.00016289
-0.01100000,0.00013476
0.01000000,0.00008340
0.00318000,0.00010853
-0.01410000,0.00010224
0.00900000,0.00006921
-0.01110000,0.00007724
0.00170000,0.00012532
-0.00200000,0.00004514
0.00100000,0.00003643
0.00180000,0.00002075
0.00010000,0.00002256
-0.00210000,0.00006772
0.01000000,0.00012407
-0.01210000,0.00008907
-0.01100000,0.00009935
0.01090000,0.00012437
0.01000000,0.00012680
0.02310000,0.00010084
0.06000000,0.00008902
0.00044827,0.00012828
0.01000000,0.00014582
0.00028000,0.00015826
-0.00200000,0.00019033
-0.00110000,0.00014693
0.00014000,0.00011084
0.01000000,0.00010256
-0.01552400,0.00022907
0.00099000,0.00023134
0.00200000,0.00027646
-0.00100000,0.00027594
0.00090000,0.00029066
0.00050000,0.00024393
-0.00125100,0.00014559
-0.01896200,0.00012384
-0.00200000,0.00015547
0.02000000,0.00018967
0.00400000,0.00015909
0.00900000,0.00012835
0.02900000,0.00011373
0.00006080,0.00008769
0.00390000,0.00014952
-0.00761500,0.00019167
0.02400000,0.00018674
-0.00020000,0.00018010
-0.02767100,0.00010631
-0.00100000,0.00003117
0.00990000,0.00006041
-0.01310600,0.00013357
0.00180000,0.00014143
0.00290000,0.00014149
0.01570000,0.00011992
-0.01890200,0.00014773
-0.01400000,0.00006563
-0.00400000,0.00007151
-0.00100000,0.00016263
-0.00020000,0.00017343
-0.01829700,0.00032870
0.00229870,0.00055553
0.00097600,0.00070362
0.00005460,0.00067333
0.00390000,0.00065257
0.00019558,0.00066733
0.00039116,0.00068429
0.01944692,0.00074619
0.00005460,0.00079478
-0.10000000,0.00079191
-0.03117800,0.00070964
0.01000000,0.00048360
-0.00025000,0.00042450
0.01000000,0.00048099
0.01000000,0.00062554
0.01950000,0.00051051
0.00193800,0.00046503
0.03000000,0.00013289
-0.07500000,0.00012252
0.00969500,0.00015505
-0.01000000,0.00016158
-0.10000000,0.00012474
0.07000000,0.00008870
0.01030000,0.00011512
-0.03008800,0.00001878
-0.00020000,0.00005665
0.00100000,0.00015225
0.00010000,0.00015856
